timestamp,latitude,longitude,depth,temperature,salinity,chlorophyll,source
2026-06-28 17:48:52,13.0,80.3,9.3,29.85,32.73,3.83,Copernicus_Demo
2026-06-29 17:48:52,13.0,80.3,6.8,29.93,33.07,3.65,Copernicus_Demo
2026-06-30 17:48:52,13.0,80.3,8.4,29.61,32.61,3.87,Copernicus_Demo
2026-07-01 17:48:52,13.0,80.3,8.0,29.68,32.4,3.92,Copernicus_Demo
2026-07-02 17:48:52,13.0,80.3,6.9,29.77,32.34,3.28,Copernicus_Demo
2026-07-03 17:48:52,13.0,80.3,8.2,30.08,32.88,4.23,Copernicus_Demo
2026-07-04 17:48:52,13.0,80.3,7.9,29.53,32.72,3.26,Copernicus_Demo
2026-07-05 17:48:52,13.0,80.3,7.2,29.43,32.6,4.19,Copernicus_Demo
2026-07-06 17:48:52,13.0,80.3,7.1,30.19,33.15,2.8,Copernicus_Demo
2026-07-07 17:48:52,13.0,80.3,8.5,29.87,33.22,3.61,Copernicus_Demo
2026-07-08 17:48:52,13.0,80.3,8.6,29.84,33.19,2.87,Copernicus_Demo
2026-07-09 17:48:52,13.0,80.3,9.8,29.98,32.72,2.66,Copernicus_Demo
2026-07-10 17:48:52,13.0,80.3,7.5,29.6,32.44,3.62,Copernicus_Demo
2026-07-11 17:48:52,13.0,80.3,8.6,29.74,32.74,4.17,Copernicus_Demo
2026-07-12 17:48:52,13.0,80.3,9.2,29.99,32.72,4.48,Copernicus_Demo
2026-07-13 17:48:52,13.0,80.3,7.7,29.75,33.08,3.45,Copernicus_Demo
2026-07-14 17:48:52,13.0,80.3,6.1,29.47,32.8,3.88,Copernicus_Demo
2026-07-15 17:48:52,13.0,80.3,7.7,29.79,32.63,3.74,Copernicus_Demo
2026-07-16 17:48:52,13.0,80.3,5.4,29.83,32.66,3.19,Copernicus_Demo
2026-07-17 17:48:52,13.0,80.3,7.8,30.09,32.94,3.86,Copernicus_Demo
2026-07-18 17:48:52,13.0,80.3,7.6,30.12,33.26,3.36,Copernicus_Demo
2026-07-19 17:48:52,13.0,80.3,9.6,29.46,32.88,4.27,Copernicus_Demo
2026-07-20 17:48:52,13.0,80.3,7.3,29.67,32.57,3.82,Copernicus_Demo
2026-07-21 17:48:52,13.0,80.3,6.8,29.73,33.21,4.06,Copernicus_Demo
2026-07-22 17:48:52,13.0,80.3,8.6,29.65,32.61,2.76,Copernicus_Demo
2026-07-23 17:48:52,13.0,80.3,9.8,29.77,32.78,3.53,Copernicus_Demo
2026-07-24 17:48:52,13.0,80.3,7.9,29.45,32.68,4.38,Copernicus_Demo
2026-07-25 17:48:52,13.0,80.3,8.0,29.53,32.49,3.35,Copernicus_Demo
2026-07-26 17:48:52,13.0,80.3,9.3,29.91,32.31,3.37,Copernicus_Demo
2026-07-27 17:48:52,13.0,80.3,7.0,30.09,32.58,2.94,Copernicus_Demo
2026-07-28 17:48:52,13.0,80.3,5.2,30.06,32.87,2.89,Copernicus_Demo
2026-07-29 17:48:52,13.0,80.3,6.6,29.93,32.8,3.06,Copernicus_Demo
2026-07-30 17:48:52,13.0,80.3,7.5,29.74,32.53,2.59,Copernicus_Demo
2026-07-31 17:48:52,13.0,80.3,9.3,30.11,32.49,3.16,Copernicus_Demo
2026-08-01 17:48:52,13.0,80.3,5.8,29.93,33.05,2.57,Copernicus_Demo
2026-08-02 17:48:52,13.0,80.3,6.9,29.49,32.94,3.0,Copernicus_Demo
2026-08-03 17:48:52,13.0,80.3,5.1,29.76,32.68,3.72,Copernicus_Demo
2026-08-04 17:48:52,13.0,80.3,7.9,29.68,32.33,4.43,Copernicus_Demo
2026-08-05 17:48:52,13.0,80.3,9.7,29.52,33.21,3.44,Copernicus_Demo
2026-08-06 17:48:52,13.0,80.3,5.3,29.68,32.47,2.74,Copernicus_Demo
2026-08-07 17:48:52,13.0,80.3,6.1,29.72,33.0,4.45,Copernicus_Demo
2026-08-08 17:48:52,13.0,80.3,9.6,29.98,33.12,2.81,Copernicus_Demo
2026-08-09 17:48:52,13.0,80.3,5.2,29.53,32.75,4.3,Copernicus_Demo
2026-08-10 17:48:52,13.0,80.3,5.3,29.94,32.58,4.43,Copernicus_Demo
2026-08-11 17:48:52,13.0,80.3,5.0,30.15,32.83,2.78,Copernicus_Demo
2026-08-12 17:48:52,13.0,80.3,5.8,29.57,32.98,3.64,Copernicus_Demo
2026-08-13 17:48:52,13.0,80.3,5.5,29.67,33.04,4.0,Copernicus_Demo
2026-08-14 17:48:52,13.0,80.3,9.0,30.18,33.27,3.68,Copernicus_Demo
2026-08-15 17:48:52,13.0,80.3,8.1,29.71,32.68,3.1,Copernicus_Demo
2026-08-16 17:48:52,13.0,80.3,7.9,30.02,32.76,2.59,Copernicus_Demo
2026-08-17 17:48:52,13.0,80.3,6.4,29.92,32.56,3.73,Copernicus_Demo
2026-08-18 17:48:52,13.0,80.3,8.5,30.07,33.18,4.11,Copernicus_Demo
2026-08-19 17:48:52,13.0,80.3,5.2,29.78,32.9,3.47,Copernicus_Demo
2026-08-20 17:48:52,13.0,80.3,5.7,29.6,33.23,3.24,Copernicus_Demo
2026-08-21 17:48:52,13.0,80.3,7.9,30.13,33.2,4.39,Copernicus_Demo
2026-08-22 17:48:52,13.0,80.3,9.5,29.52,32.62,4.17,Copernicus_Demo
2026-08-23 17:48:52,13.0,80.3,7.9,29.62,32.86,2.86,Copernicus_Demo
2026-08-24 17:48:52,13.0,80.3,6.6,30.13,32.42,4.04,Copernicus_Demo
2026-08-25 17:48:52,13.0,80.3,5.3,29.95,32.32,3.77,Copernicus_Demo
2026-08-26 17:48:52,13.0,80.3,5.9,29.59,32.98,4.35,Copernicus_Demo
2026-08-27 17:48:52,13.0,80.3,7.1,29.42,32.54,4.13,Copernicus_Demo
2026-08-28 17:48:52,13.0,80.3,5.9,29.9,33.25,2.69,Copernicus_Demo
2026-08-29 17:48:52,13.0,80.3,5.2,29.97,32.92,3.23,Copernicus_Demo
2026-06-01 17:48:52,13.1,80.6,30.1,29.32,34.65,2.28,Copernicus_Demo
2026-06-02 17:48:52,13.1,80.6,30.4,29.36,34.58,2.09,Copernicus_Demo
2026-06-03 17:48:52,13.1,80.6,33.6,29.14,34.62,2.08,Copernicus_Demo
2026-06-04 17:48:52,13.1,80.6,34.9,29.28,34.65,2.27,Copernicus_Demo
2026-06-05 17:48:52,13.1,80.6,31.8,29.23,34.57,2.12,Copernicus_Demo
2026-06-06 17:48:52,13.1,80.6,33.1,29.06,34.58,2.22,Copernicus_Demo
2026-06-07 17:48:52,13.1,80.6,30.2,29.24,34.68,2.21,Copernicus_Demo
2026-06-08 17:48:52,13.1,80.6,34.7,28.89,34.54,1.92,Copernicus_Demo
2026-06-09 17:48:52,13.1,80.6,34.7,28.89,34.51,2.29,Copernicus_Demo
2026-06-10 17:48:52,13.1,80.6,34.3,29.1,34.66,2.17,Copernicus_Demo
2026-06-11 17:48:52,13.1,80.6,33.5,29.29,34.65,2.11,Copernicus_Demo
2026-06-12 17:48:52,13.1,80.6,33.5,28.97,34.54,1.92,Copernicus_Demo
2026-06-13 17:48:52,13.1,80.6,33.3,28.9,34.58,1.95,Copernicus_Demo
2026-06-14 17:48:52,13.1,80.6,33.6,28.82,34.51,2.07,Copernicus_Demo
2026-06-15 17:48:52,13.1,80.6,30.2,28.88,34.61,1.91,Copernicus_Demo
2026-06-16 17:48:52,13.1,80.6,33.7,29.29,34.64,2.14,Copernicus_Demo
2026-06-17 17:48:52,13.1,80.6,30.7,29.31,34.63,1.9,Copernicus_Demo
2026-06-18 17:48:52,13.1,80.6,32.2,28.96,34.51,1.91,Copernicus_Demo
2026-06-19 17:48:52,13.1,80.6,33.7,28.88,34.62,1.95,Copernicus_Demo
2026-06-20 17:48:52,13.1,80.6,32.5,28.93,34.64,2.03,Copernicus_Demo
2026-06-21 17:48:52,13.1,80.6,33.9,29.28,34.51,2.16,Copernicus_Demo
2026-06-22 17:48:52,13.1,80.6,34.3,28.82,34.51,1.99,Copernicus_Demo
2026-06-23 17:48:52,13.1,80.6,33.2,28.88,34.52,1.92,Copernicus_Demo
2026-06-24 17:48:52,13.1,80.6,31.6,29.0,34.51,1.92,Copernicus_Demo
2026-06-25 17:48:52,13.1,80.6,33.6,28.99,34.67,2.16,Copernicus_Demo
2026-06-26 17:48:52,13.1,80.6,32.0,28.96,34.64,2.02,Copernicus_Demo
2026-06-27 17:48:52,13.1,80.6,30.3,29.28,34.62,2.07,Copernicus_Demo
2026-06-28 17:48:52,13.1,80.6,32.5,28.84,34.6,2.17,Copernicus_Demo
2026-06-29 17:48:52,13.1,80.6,32.5,29.35,34.65,2.0,Copernicus_Demo
2026-06-30 17:48:52,13.1,80.6,32.7,28.88,34.63,1.91,Copernicus_Demo
2026-07-01 17:48:52,13.1,80.6,32.4,28.89,34.54,2.16,Copernicus_Demo
2026-07-02 17:48:52,13.1,80.6,33.1,28.91,34.59,2.04,Copernicus_Demo
2026-07-03 17:48:52,13.1,80.6,32.5,29.38,34.53,1.92,Copernicus_Demo
2026-07-04 17:48:52,13.1,80.6,32.9,29.05,34.55,2.16,Copernicus_Demo
2026-07-05 17:48:52,13.1,80.6,32.4,29.21,34.55,2.23,Copernicus_Demo
2026-07-06 17:48:52,13.1,80.6,33.2,29.31,34.68,2.09,Copernicus_Demo
2026-07-07 17:48:52,13.1,80.6,34.7,29.16,34.65,2.08,Copernicus_Demo
2026-07-08 17:48:52,13.1,80.6,33.7,29.02,34.62,1.94,Copernicus_Demo
2026-07-09 17:48:52,13.1,80.6,30.1,29.38,34.67,2.09,Copernicus_Demo
2026-07-10 17:48:52,13.1,80.6,32.1,28.9,34.63,2.15,Copernicus_Demo
2026-07-11 17:48:52,13.1,80.6,30.9,28.81,34.6,2.14,Copernicus_Demo
2026-07-12 17:48:52,13.1,80.6,32.0,29.22,34.65,2.29,Copernicus_Demo
2026-07-13 17:48:52,13.1,80.6,30.6,29.09,34.52,1.96,Copernicus_Demo
2026-07-14 17:48:52,13.1,80.6,33.5,29.21,34.66,2.0,Copernicus_Demo
2026-07-15 17:48:52,13.1,80.6,34.7,29.34,34.64,2.19,Copernicus_Demo
2026-07-16 17:48:52,13.1,80.6,31.6,29.25,34.67,2.02,Copernicus_Demo
2026-07-17 17:48:52,13.1,80.6,34.0,28.81,34.53,1.9,Copernicus_Demo
2026-07-18 17:48:52,13.1,80.6,31.2,29.21,34.53,2.28,Copernicus_Demo
2026-07-19 17:48:52,13.1,80.6,30.8,29.4,34.69,2.29,Copernicus_Demo
2026-07-20 17:48:52,13.1,80.6,34.7,29.22,34.7,2.17,Copernicus_Demo
2026-07-21 17:48:52,13.1,80.6,34.5,29.23,34.53,2.22,Copernicus_Demo
2026-07-22 17:48:52,13.1,80.6,32.2,28.97,34.59,2.0,Copernicus_Demo
2026-07-23 17:48:52,13.1,80.6,31.5,29.03,34.59,1.99,Copernicus_Demo
2026-07-24 17:48:52,13.1,80.6,33.7,29.13,34.62,2.13,Copernicus_Demo
2026-07-25 17:48:52,13.1,80.6,30.4,29.09,34.66,2.07,Copernicus_Demo
2026-07-26 17:48:52,13.1,80.6,30.4,28.86,34.51,1.99,Copernicus_Demo
2026-07-27 17:48:52,13.1,80.6,34.6,29.04,34.57,2.03,Copernicus_Demo
2026-07-28 17:48:52,13.1,80.6,33.0,29.36,34.68,1.97,Copernicus_Demo
2026-07-29 17:48:52,13.1,80.6,34.6,29.32,34.55,2.1,Copernicus_Demo
2026-07-30 17:48:52,13.1,80.6,31.2,29.14,34.69,2.11,Copernicus_Demo
2026-07-31 17:48:52,13.1,80.6,31.7,29.12,34.57,1.95,Copernicus_Demo
2026-08-01 17:48:52,13.1,80.6,33.2,29.36,34.6,2.13,Copernicus_Demo
2026-08-02 17:48:52,13.1,80.6,31.9,29.25,34.54,1.96,Copernicus_Demo
2026-08-03 17:48:52,13.1,80.6,31.4,29.21,34.65,2.14,Copernicus_Demo
2026-08-04 17:48:52,13.1,80.6,31.6,29.25,34.58,2.16,Copernicus_Demo
2026-08-05 17:48:52,13.1,80.6,31.9,29.02,34.58,2.17,Copernicus_Demo
2026-08-06 17:48:52,13.1,80.6,31.8,29.31,34.7,2.2,Copernicus_Demo
2026-08-07 17:48:52,13.1,80.6,33.0,29.34,34.6,2.16,Copernicus_Demo
2026-08-08 17:48:52,13.1,80.6,31.1,29.37,34.62,2.02,Copernicus_Demo
2026-08-09 17:48:52,13.1,80.6,33.5,29.19,34.68,2.03,Copernicus_Demo
2026-08-10 17:48:52,13.1,80.6,30.2,31.24,34.6,2.25,Copernicus_Demo
2026-08-11 17:48:52,13.1,80.6,32.2,31.2,34.7,2.02,Copernicus_Demo
2026-08-12 17:48:52,13.1,80.6,32.1,31.31,34.54,2.19,Copernicus_Demo
2026-08-13 17:48:52,13.1,80.6,34.8,31.06,34.69,2.16,Copernicus_Demo
2026-08-14 17:48:52,13.1,80.6,31.6,31.34,34.67,2.16,Copernicus_Demo
2026-08-15 17:48:52,13.1,80.6,32.5,31.34,34.63,2.24,Copernicus_Demo
2026-08-16 17:48:52,13.1,80.6,33.0,29.27,34.66,2.28,Copernicus_Demo
2026-08-17 17:48:52,13.1,80.6,30.2,28.95,34.65,2.12,Copernicus_Demo
2026-08-18 17:48:52,13.1,80.6,30.0,29.08,34.55,1.98,Copernicus_Demo
2026-08-19 17:48:52,13.1,80.6,34.0,29.13,34.57,2.13,Copernicus_Demo
2026-08-20 17:48:52,13.1,80.6,31.4,28.84,34.65,2.21,Copernicus_Demo
2026-08-21 17:48:52,13.1,80.6,30.4,29.2,34.69,1.96,Copernicus_Demo
2026-08-22 17:48:52,13.1,80.6,32.7,29.17,34.64,1.93,Copernicus_Demo
2026-08-23 17:48:52,13.1,80.6,34.7,29.17,34.52,1.97,Copernicus_Demo
2026-08-24 17:48:52,13.1,80.6,31.0,29.33,34.6,2.24,Copernicus_Demo
2026-08-25 17:48:52,13.1,80.6,32.8,29.3,34.52,1.99,Copernicus_Demo
2026-08-26 17:48:52,13.1,80.6,32.7,28.92,34.5,2.21,Copernicus_Demo
2026-08-27 17:48:52,13.1,80.6,32.9,29.07,34.61,2.24,Copernicus_Demo
2026-08-28 17:48:52,13.1,80.6,31.4,28.85,34.66,1.94,Copernicus_Demo
2026-08-29 17:48:52,13.1,80.6,31.1,28.82,34.52,2.12,Copernicus_Demo
2026-06-01 17:48:52,13.2,81.0,202.4,26.82,35.3,0.41,Copernicus_Demo
2026-06-02 17:48:52,13.2,81.0,201.8,26.88,35.09,0.38,Copernicus_Demo
2026-06-03 17:48:52,13.2,81.0,203.8,27.09,35.16,0.49,Copernicus_Demo
2026-06-04 17:48:52,13.2,81.0,203.8,26.89,35.2,0.31,Copernicus_Demo
2026-06-05 17:48:52,13.2,81.0,201.6,26.64,35.29,0.4,Copernicus_Demo
2026-06-06 17:48:52,13.2,81.0,200.4,26.54,35.14,0.31,Copernicus_Demo
2026-06-07 17:48:52,13.2,81.0,203.7,26.9,34.99,0.45,Copernicus_Demo
2026-06-08 17:48:52,13.2,81.0,200.8,27.17,35.29,0.34,Copernicus_Demo
2026-06-09 17:48:52,13.2,81.0,202.3,26.87,34.99,0.32,Copernicus_Demo
2026-06-10 17:48:52,13.2,81.0,202.9,27.18,35.08,0.43,Copernicus_Demo
2026-06-11 17:48:52,13.2,81.0,200.4,26.91,35.27,0.46,Copernicus_Demo
2026-06-12 17:48:52,13.2,81.0,200.9,26.46,35.08,0.45,Copernicus_Demo
2026-06-13 17:48:52,13.2,81.0,204.1,26.75,35.26,0.5,Copernicus_Demo
2026-06-14 17:48:52,13.2,81.0,201.0,26.51,35.23,0.49,Copernicus_Demo
2026-06-15 17:48:52,13.2,81.0,204.3,26.98,35.06,0.32,Copernicus_Demo
2026-06-16 17:48:52,13.2,81.0,200.6,27.02,35.06,0.43,Copernicus_Demo
2026-06-17 17:48:52,13.2,81.0,201.8,26.84,34.95,0.43,Copernicus_Demo
2026-06-18 17:48:52,13.2,81.0,200.0,26.62,35.11,0.41,Copernicus_Demo
2026-06-19 17:48:52,13.2,81.0,200.1,26.59,34.92,0.47,Copernicus_Demo
2026-06-20 17:48:52,13.2,81.0,204.0,26.52,35.13,0.36,Copernicus_Demo
2026-06-21 17:48:52,13.2,81.0,204.4,26.65,35.08,0.45,Copernicus_Demo
2026-06-22 17:48:52,13.2,81.0,201.4,26.42,35.23,0.31,Copernicus_Demo
2026-06-23 17:48:52,13.2,81.0,200.3,26.7,35.05,0.33,Copernicus_Demo
2026-06-24 17:48:52,13.2,81.0,200.8,27.16,34.91,0.44,Copernicus_Demo
2026-06-25 17:48:52,13.2,81.0,204.6,27.08,35.03,0.46,Copernicus_Demo
2026-06-26 17:48:52,13.2,81.0,203.5,26.96,35.25,0.38,Copernicus_Demo
2026-06-27 17:48:52,13.2,81.0,202.9,26.71,34.95,0.41,Copernicus_Demo
2026-06-28 17:48:52,13.2,81.0,203.1,26.45,34.99,0.34,Copernicus_Demo
2026-06-29 17:48:52,13.2,81.0,201.9,27.07,35.14,0.38,Copernicus_Demo
2026-06-30 17:48:52,13.2,81.0,203.7,27.18,34.99,0.3,Copernicus_Demo
2026-07-01 17:48:52,13.2,81.0,201.1,26.45,35.09,0.47,Copernicus_Demo
2026-07-02 17:48:52,13.2,81.0,204.8,27.07,35.3,0.36,Copernicus_Demo
2026-07-03 17:48:52,13.2,81.0,204.9,26.67,35.15,0.32,Copernicus_Demo
2026-07-04 17:48:52,13.2,81.0,203.1,26.63,35.2,0.44,Copernicus_Demo
2026-07-05 17:48:52,13.2,81.0,202.8,26.48,34.92,0.41,Copernicus_Demo
2026-07-06 17:48:52,13.2,81.0,202.2,27.15,35.0,0.45,Copernicus_Demo
2026-07-07 17:48:52,13.2,81.0,203.1,26.76,34.98,0.44,Copernicus_Demo
2026-07-08 17:48:52,13.2,81.0,204.3,26.93,35.12,0.42,Copernicus_Demo
2026-07-09 17:48:52,13.2,81.0,204.5,26.98,35.15,0.47,Copernicus_Demo
2026-07-10 17:48:52,13.2,81.0,204.2,26.74,35.11,0.36,Copernicus_Demo
2026-07-11 17:48:52,13.2,81.0,202.1,26.92,35.01,0.37,Copernicus_Demo
2026-07-12 17:48:52,13.2,81.0,201.8,27.1,34.97,0.38,Copernicus_Demo
2026-07-13 17:48:52,13.2,81.0,203.5,27.14,34.94,0.34,Copernicus_Demo
2026-07-14 17:48:52,13.2,81.0,200.7,26.89,35.26,0.32,Copernicus_Demo
2026-07-15 17:48:52,13.2,81.0,201.5,26.86,35.23,0.49,Copernicus_Demo
2026-07-16 17:48:52,13.2,81.0,203.8,27.15,35.21,0.35,Copernicus_Demo
2026-07-17 17:48:52,13.2,81.0,201.5,26.4,34.92,0.37,Copernicus_Demo
2026-07-18 17:48:52,13.2,81.0,201.3,26.71,35.1,0.4,Copernicus_Demo
2026-07-19 17:48:52,13.2,81.0,200.8,26.87,35.25,0.4,Copernicus_Demo
2026-07-20 17:48:52,13.2,81.0,201.2,27.06,35.21,0.31,Copernicus_Demo
2026-07-21 17:48:52,13.2,81.0,200.6,26.83,34.95,0.32,Copernicus_Demo
2026-07-22 17:48:52,13.2,81.0,203.4,27.06,35.0,0.49,Copernicus_Demo
2026-07-23 17:48:52,13.2,81.0,204.3,26.72,35.23,0.46,Copernicus_Demo
2026-07-24 17:48:52,13.2,81.0,202.5,26.61,35.26,0.31,Copernicus_Demo
2026-07-25 17:48:52,13.2,81.0,203.9,27.0,35.01,0.3,Copernicus_Demo
2026-07-26 17:48:52,13.2,81.0,203.3,26.61,35.26,0.31,Copernicus_Demo
2026-07-27 17:48:52,13.2,81.0,204.9,26.62,35.04,0.39,Copernicus_Demo
2026-07-28 17:48:52,13.2,81.0,204.1,26.95,35.09,0.37,Copernicus_Demo
2026-07-29 17:48:52,13.2,81.0,201.0,26.79,35.06,0.5,Copernicus_Demo
2026-07-30 17:48:52,13.2,81.0,202.8,26.93,35.22,0.32,Copernicus_Demo
2026-07-31 17:48:52,13.2,81.0,204.7,26.78,34.99,0.36,Copernicus_Demo
2026-08-01 17:48:52,13.2,81.0,202.3,26.67,35.1,0.48,Copernicus_Demo
2026-08-02 17:48:52,13.2,81.0,202.6,26.61,35.25,0.33,Copernicus_Demo
2026-08-03 17:48:52,13.2,81.0,202.9,26.65,35.24,0.46,Copernicus_Demo
2026-08-04 17:48:52,13.2,81.0,202.7,26.76,35.2,0.41,Copernicus_Demo
2026-08-05 17:48:52,13.2,81.0,201.4,26.55,35.11,0.49,Copernicus_Demo
2026-08-06 17:48:52,13.2,81.0,200.7,26.79,35.17,0.4,Copernicus_Demo
2026-08-07 17:48:52,13.2,81.0,203.2,26.52,35.14,0.34,Copernicus_Demo
2026-08-08 17:48:52,13.2,81.0,204.2,26.95,34.91,0.31,Copernicus_Demo
2026-08-09 17:48:52,13.2,81.0,204.4,26.62,35.04,0.34,Copernicus_Demo
2026-08-10 17:48:52,13.2,81.0,204.1,27.18,34.99,0.5,Copernicus_Demo
2026-08-11 17:48:52,13.2,81.0,202.6,26.65,35.07,0.46,Copernicus_Demo
2026-08-12 17:48:52,13.2,81.0,203.9,27.13,35.1,0.32,Copernicus_Demo
2026-08-13 17:48:52,13.2,81.0,202.0,26.92,35.21,0.37,Copernicus_Demo
2026-08-14 17:48:52,13.2,81.0,200.1,27.04,34.91,0.44,Copernicus_Demo
2026-08-15 17:48:52,13.2,81.0,204.0,26.42,35.2,0.49,Copernicus_Demo
2026-08-16 17:48:52,13.2,81.0,204.4,27.02,35.19,0.41,Copernicus_Demo
2026-08-17 17:48:52,13.2,81.0,204.8,26.49,35.14,0.31,Copernicus_Demo
2026-08-18 17:48:52,13.2,81.0,204.5,27.19,35.0,0.33,Copernicus_Demo
2026-08-19 17:48:52,13.2,81.0,203.7,26.5,35.19,0.33,Copernicus_Demo
2026-08-20 17:48:52,13.2,81.0,201.9,26.8,35.09,0.49,Copernicus_Demo
2026-08-21 17:48:52,13.2,81.0,203.0,27.02,35.11,0.34,Copernicus_Demo
2026-08-22 17:48:52,13.2,81.0,202.5,26.51,35.2,0.47,Copernicus_Demo
2026-08-23 17:48:52,13.2,81.0,202.7,26.68,35.14,0.31,Copernicus_Demo
2026-08-24 17:48:52,13.2,81.0,201.6,26.56,35.0,0.43,Copernicus_Demo
2026-08-25 17:48:52,13.2,81.0,203.7,26.71,35.08,0.48,Copernicus_Demo
2026-08-26 17:48:52,13.2,81.0,204.1,26.82,35.0,0.3,Copernicus_Demo
2026-08-27 17:48:52,13.2,81.0,202.6,26.84,34.9,0.31,Copernicus_Demo
2026-08-28 17:48:52,13.2,81.0,200.6,26.98,35.3,0.48,Copernicus_Demo
2026-08-29 17:48:52,13.2,81.0,202.9,26.46,35.0,0.45,Copernicus_Demo
2026-06-01 17:48:52,20.0,65.0,14.4,28.37,34.12,1.99,Copernicus_Demo
2026-06-02 17:48:52,20.0,65.0,12.0,28.7,34.07,1.86,Copernicus_Demo
2026-06-03 17:48:52,20.0,65.0,14.6,28.51,34.28,2.05,Copernicus_Demo
2026-06-04 17:48:52,20.0,65.0,10.9,28.65,34.38,1.74,Copernicus_Demo
2026-06-05 17:48:52,20.0,65.0,10.6,28.87,34.29,1.63,Copernicus_Demo
2026-06-06 17:48:52,20.0,65.0,10.8,28.56,34.01,2.09,Copernicus_Demo
2026-06-07 17:48:52,20.0,65.0,11.2,28.49,34.2,1.59,Copernicus_Demo
2026-06-08 17:48:52,20.0,65.0,12.6,28.1,34.16,2.09,Copernicus_Demo
2026-06-09 17:48:52,20.0,65.0,10.2,28.75,34.21,1.69,Copernicus_Demo
2026-06-10 17:48:52,20.0,65.0,11.4,28.5,34.25,1.43,Copernicus_Demo
2026-06-11 17:48:52,20.0,65.0,12.8,28.99,34.24,2.13,Copernicus_Demo
2026-06-12 17:48:52,20.0,65.0,10.3,28.18,34.11,1.91,Copernicus_Demo
2026-06-13 17:48:52,20.0,65.0,13.9,28.14,34.26,1.52,Copernicus_Demo
2026-06-14 17:48:52,20.0,65.0,12.8,28.69,34.09,1.87,Copernicus_Demo
2026-06-15 17:48:52,20.0,65.0,14.2,28.68,34.05,1.44,Copernicus_Demo
2026-06-16 17:48:52,20.0,65.0,12.8,28.3,34.07,1.73,Copernicus_Demo
2026-06-17 17:48:52,20.0,65.0,10.3,28.37,34.31,1.97,Copernicus_Demo
2026-06-18 17:48:52,20.0,65.0,12.3,28.97,34.04,1.4,Copernicus_Demo
2026-06-19 17:48:52,20.0,65.0,13.1,28.77,34.1,2.11,Copernicus_Demo
2026-06-20 17:48:52,20.0,65.0,13.2,28.68,34.32,1.89,Copernicus_Demo
2026-06-21 17:48:52,20.0,65.0,11.4,28.47,34.14,2.11,Copernicus_Demo
2026-06-22 17:48:52,20.0,65.0,10.7,28.34,34.13,1.43,Copernicus_Demo
2026-06-23 17:48:52,20.0,65.0,14.6,28.16,34.13,2.05,Copernicus_Demo
2026-06-24 17:48:52,20.0,65.0,11.4,28.27,34.01,1.65,Copernicus_Demo
2026-06-25 17:48:52,20.0,65.0,14.2,28.35,34.28,1.62,Copernicus_Demo
2026-06-26 17:48:52,20.0,65.0,10.4,28.23,34.27,1.88,Copernicus_Demo
